,paymentId,amount,sourceType
58462,9895500,9.24,DISCOUNT
58463,9895500,215.06,PAYU
58464,9895560,34.05,DISCOUNT
58465,9895560,192.95,PAYU
58466,9896278,100.0,CASHBACK
58467,9896278,14.731,DISCOUNT
58468,9896278,32.58,PAYU
58469,9897516,5230.0,PAYU
58470,9897968,5.04,DISCOUNT
58471,9897968,120.96,PAYU
58472,9898010,4730.0,PAYU
58473,9898184,3370.0,PAYU
58474,9898192,24.95,DISCOUNT
58475,9898192,474.05,PAYU
58476,9898878,18.75,DISCOUNT
58477,9898878,356.25,PAYU
58478,9900716,31.4,DISCOUNT
58479,9900716,282.6,PAYU
58480,9901234,16.08,DISCOUNT
58481,9901234,385.92,PAYU
58482,9902434,12.04,DISCOUNT
58483,9902434,288.96,PAYU
58484,9902452,29.735,DISCOUNT
58485,9902452,267.62,PAYU
58486,9902992,20.0,DISCOUNT
58487,9902992,480.0,PAYU
58488,9903102,6800.0,PAYU
58489,9903860,1.28,DISCOUNT
58490,9903860,30.72,PAYU
58491,9904410,50.0,DISCOUNT
58492,9904410,559.0,PAYU
58493,9904976,49.4,DISCOUNT
58494,9904976,444.6,PAYU
58495,9905218,6600.0,PAYU
58496,9905636,4740.0,PAYU
58497,9905834,30.0,DISCOUNT
58498,9905834,6970.0,PAYU
58499,9906420,50.0,DISCOUNT
58500,9906420,6994.0,PAYU
58501,9906498,2.28,DISCOUNT
58502,9906498,54.72,PAYU
58503,9907038,50.0,DISCOUNT
58504,9907038,550.0,PAYU
58505,9907768,50.0,DISCOUNT
58506,9907768,956.0,PAYU
58507,9910014,7.96,DISCOUNT
58508,9910014,191.04,PAYU
58509,9910240,4.4,DISCOUNT
58510,9910240,105.6,PAYU
58511,9910952,6.08,DISCOUNT
58512,9910952,145.92,PAYU
58513,9913972,50.0,DISCOUNT
58514,9913972,740.0,PAYU
58515,9914398,8.8,DISCOUNT
58516,9914398,211.2,PAYU
58517,9914582,1508.03,PAYU
58518,9915042,30.0,DISCOUNT
58519,9915042,970.0,PAYU
58520,9915082,50.0,CASHBACK
58521,9915082,7.5,DISCOUNT
58522,9915082,17.5,PAYU
58523,9916044,2.0,DISCOUNT
58524,9916044,48.0,PAYU
58525,9916740,13.4,DISCOUNT
58526,9916740,120.6,PAYU
58527,9916808,2940.0,PAYU
58528,9917010,50.0,DISCOUNT
58529,9917010,708.0,PAYU
58530,9917216,4520.0,PAYU
58531,9917830,4.54,DISCOUNT
58532,9917830,222.46,PAYU
58533,9918054,50.0,DISCOUNT
58534,9918054,2346.0,PAYU
58535,9918876,8.08,DISCOUNT
58536,9918876,193.92,PAYU
58537,9919294,47.4,DISCOUNT
58538,9919294,900.6,PAYU
58539,9920604,47.1,DISCOUNT
58540,9920604,423.9,PAYU
58541,9920856,50.0,DISCOUNT
58542,9920856,471.39,PAYU
58543,9921284,1.0,DISCOUNT
58544,9921284,49.0,PAYU
58545,9923168,10.08,DISCOUNT
58546,9923168,241.92,PAYU
58547,9923418,24.0,DISCOUNT
58548,9923418,576.0,PAYU
58549,9923668,2.4,DISCOUNT
58550,9923668,57.6,PAYU
58551,9924134,2829.43,PAYU
58552,9924216,6.04,DISCOUNT
58553,9924216,144.96,PAYU
58554,9925686,50.0,CASHBACK
58555,9925686,4.08,DISCOUNT
58556,9925686,47.92,PAYU
58557,9926900,29.4,DISCOUNT
58558,9926900,264.6,PAYU
58559,9927036,19.95,DISCOUNT
58560,9927036,379.05,PAYU
58561,9927134,36.0,DISCOUNT
58562,9927134,684.0,PAYU
58563,9927460,1915.03,PAYU
58564,9927948,1075.03,PAYU
58565,9928120,50.0,DISCOUNT
58566,9928120,1150.0,PAYU
58567,9928584,1590.0,PAYU
58568,9928666,17230.0,PAYU
58569,9928672,8.04,DISCOUNT
58570,9928672,192.96,PAYU
58571,9928980,6140.0,PAYU
58572,9929432,8370.0,PAYU
58573,9930384,1730.0,PAYU
58574,9931390,50.0,DISCOUNT
58575,9931390,970.06,PAYU
58576,9934542,28.08,DISCOUNT
58577,9934542,673.92,PAYU
58578,9934794,10.96,DISCOUNT
58579,9934794,537.04,PAYU
58580,9935866,4.0,DISCOUNT
58581,9935866,96.0,PAYU
58582,9936000,4.08,DISCOUNT
58583,9936000,97.92,PAYU
58584,9936418,10.24,DISCOUNT
58585,9936418,245.76,PAYU
58586,9936468,4.04,DISCOUNT
58587,9936468,96.96,PAYU
58588,9936846,3.0,DISCOUNT
58589,9936846,72.0,PAYU
58590,9937146,9.2,DISCOUNT
58591,9937146,220.8,PAYU
58592,9940880,1.2,DISCOUNT
58593,9940880,28.8,PAYU
58594,9941974,13.5,DISCOUNT
58595,9941974,256.5,PAYU
58596,9942212,1.2,DISCOUNT
58597,9942212,28.8,PAYU
58598,9942270,13.5,DISCOUNT
58599,9942270,256.5,PAYU
58600,9942666,2.25,DISCOUNT
58601,9942666,42.75,PAYU
58602,9942676,50.0,DISCOUNT
58603,9942676,7800.0,PAYU
58604,9942948,50.0,DISCOUNT
58605,9942948,16550.0,PAYU
58606,9943100,2.2,DISCOUNT
58607,9943100,52.8,PAYU
58608,9943196,5.4,DISCOUNT
58609,9943196,102.6,PAYU
58610,9943276,13.5,DISCOUNT
58611,9943276,256.5,PAYU
58612,9943314,13.5,DISCOUNT
58613,9943314,256.5,PAYU
58614,9943316,2.04,DISCOUNT
58615,9943316,48.96,PAYU
58616,9943832,13.5,DISCOUNT
58617,9943832,256.5,PAYU
58618,9944416,13.5,DISCOUNT
58619,9944416,256.5,PAYU
58620,9944744,13.5,DISCOUNT
58621,9944744,256.5,PAYU
58622,9946182,4.0,DISCOUNT
58623,9946182,96.0,PAYU
58624,9946200,2.0,DISCOUNT
58625,9946200,48.0,PAYU
58626,9947116,1.2,DISCOUNT
58627,9947116,28.8,PAYU
58628,9948060,2.0,DISCOUNT
58629,9948060,48.0,PAYU
58630,9948582,3.68,DISCOUNT
58631,9948582,88.32,PAYU
58632,9950612,5.64,DISCOUNT
58633,9950612,135.36,PAYU
58634,9951656,7.6,DISCOUNT
58635,9951656,68.4,PAYU
58636,9953138,12.0,DISCOUNT
58637,9953138,288.0,PAYU
58638,9953656,50.0,DISCOUNT
58639,9953656,1216.0,PAYU
58640,9953992,8.5,DISCOUNT
58641,9953992,76.5,PAYU
58642,9954668,45.85,DISCOUNT
58643,9954668,871.15,PAYU
58644,9955250,50.0,DISCOUNT
58645,9955250,750.0,PAYU
58646,9956484,3.96,DISCOUNT
58647,9956484,95.04,PAYU
58648,9956846,39.9,DISCOUNT
58649,9956846,359.1,PAYU
58650,9956858,5.44,DISCOUNT
58651,9956858,130.56,PAYU
58652,9957102,12.8,DISCOUNT
58653,9957102,307.2,PAYU
58654,9957140,3447.03,PAYU
58655,9957576,31.5,DISCOUNT
58656,9957576,283.5,PAYU
58657,9957642,46.6,DISCOUNT
58658,9957642,419.4,PAYU
58659,9957700,19.95,DISCOUNT
58660,9957700,379.05,PAYU
58661,9957824,20.0,DISCOUNT
58662,9957824,480.0,PAYU
58663,9957826,8.04,DISCOUNT
58664,9957826,192.96,PAYU
58665,9958458,589.9,PAYU
58666,9959952,34.05,DISCOUNT
58667,9959952,192.95,PAYU
58668,9960630,50.0,CASHBACK
58669,9960630,15.2,DISCOUNT
58670,9960630,86.8,PAYU
58671,9961542,50.0,DISCOUNT
58672,9961542,4990.0,PAYU
58673,9961614,10.2,DISCOUNT
58674,9961614,91.8,PAYU
58675,9961680,7.92,DISCOUNT
58676,9961680,190.08,PAYU
58677,9962494,6.0,DISCOUNT
58678,9962494,144.0,PAYU
58679,9963768,1.11,CASHBACK
58680,9963768,50.0,DISCOUNT
58681,9963768,607.58,PAYU
58682,9963854,46.8,DISCOUNT
58683,9963854,265.2,PAYU
58684,9964028,5.96,DISCOUNT
58685,9964028,143.04,PAYU
58686,9964466,7.92,DISCOUNT
58687,9964466,190.08,PAYU
58688,9964576,1350.0,PAYU
58689,9964668,44.85,DISCOUNT
58690,9964668,852.15,PAYU
58691,9964794,4.32,DISCOUNT
58692,9964794,211.68,PAYU
58693,9964972,0.4,DISCOUNT
58694,9964972,9.6,PAYU
58695,9965028,8.0,DISCOUNT
58696,9965028,192.0,PAYU
58697,9966206,41.05,CASHBACK
58698,9966206,9.3,DISCOUNT
58699,9966206,42.65,PAYU
58700,9966236,2.0,DISCOUNT
58701,9966236,48.0,PAYU
58702,9967772,0.45,DISCOUNT
58703,9967772,8.55,PAYU
58704,9968896,14.95,DISCOUNT
58705,9968896,284.05,PAYU
58706,9969556,5770.0,PAYU
58707,9969698,42.75,CASHBACK
58708,9969698,2.25,DISCOUNT
58709,9969874,8.186,DISCOUNT
58710,9969874,73.67,PAYU
58711,9970480,2.7,DISCOUNT
58712,9970480,51.3,PAYU
58713,9970940,10.0,DISCOUNT
58714,9970940,490.0,PAYU
58715,9971052,13.5,DISCOUNT
58716,9971052,256.5,PAYU
58717,9972806,3.6,DISCOUNT
58718,9972806,32.4,PAYU
58719,9973282,0.22,DISCOUNT
58720,9973282,10.78,PAYU
58721,9973320,2.7,DISCOUNT
58722,9973320,51.3,PAYU
58723,9973800,11.0,DISCOUNT
58724,9973800,264.0,PAYU
58725,9974016,4.0,DISCOUNT
58726,9974016,96.0,PAYU
58727,9974180,4.0,DISCOUNT
58728,9974180,96.0,PAYU
58729,9974328,4.95,DISCOUNT
58730,9974328,94.05,PAYU
58731,9974576,1.8,DISCOUNT
58732,9974576,34.2,PAYU
58733,9975320,26.4,DISCOUNT
58734,9975320,237.6,PAYU
58735,9975710,0.45,DISCOUNT
58736,9975710,8.55,PAYU
58737,9975756,10.0,DISCOUNT
58738,9975756,490.0,PAYU
58739,9977972,4.8,DISCOUNT
58740,9977972,115.2,PAYU
58741,9978054,19.0,DISCOUNT
58742,9978054,171.0,PAYU
58743,9978174,3.56,DISCOUNT
58744,9978174,85.44,PAYU
58745,9978702,20.0,DISCOUNT
58746,9978702,480.0,PAYU
58747,9980144,0.4,DISCOUNT
58748,9980144,9.6,PAYU
58749,9980800,2.4,DISCOUNT
58750,9980800,57.6,PAYU
58751,9981914,8.8,DISCOUNT
58752,9981914,211.2,PAYU
58753,9981958,50.0,DISCOUNT
58754,9981958,695.5,PAYU
58755,9982746,50.0,DISCOUNT
58756,9982746,1469.0,PAYU
58757,9982998,75.0,DISCOUNT
58758,9982998,554.0,PAYU
58759,9983722,400.0,PAYU
58760,9983888,20.04,DISCOUNT
58761,9983888,480.96,PAYU
58762,9985166,8.0,DISCOUNT
58763,9985166,392.0,PAYU
58764,9985502,12.36,DISCOUNT
58765,9985502,111.24,PAYU
58766,9986574,6.04,DISCOUNT
58767,9986574,144.96,PAYU
58768,9986676,4.84,DISCOUNT
58769,9986676,116.16,PAYU
58770,9987096,7.88,DISCOUNT
58771,9987096,189.12,PAYU
58772,9987436,4.8,DISCOUNT
58773,9987436,115.2,PAYU
58774,9987766,9.28,DISCOUNT
58775,9987766,222.72,PAYU
58776,9988300,10.0,DISCOUNT
58777,9988300,240.0,PAYU
58778,9989114,6.0,DISCOUNT
58779,9989114,144.0,PAYU
58780,9989296,14.08,DISCOUNT
58781,9989296,337.92,PAYU
58782,9989746,21.64,DISCOUNT
58783,9989746,519.36,PAYU
58784,9990296,50.0,DISCOUNT
58785,9990296,518.0,PAYU
58786,9990368,50.0,DISCOUNT
58787,9990368,41459.0,PAYU
58788,9990392,2.0,DISCOUNT
58789,9990392,98.0,PAYU
58790,9991014,2350.0,PAYU
58791,9991376,4.0,DISCOUNT
58792,9991376,96.0,PAYU
58793,9991390,50.0,DISCOUNT
58794,9991390,850.0,PAYU
58795,9991950,12.44,DISCOUNT
58796,9991950,298.56,PAYU
58797,9992072,50.0,DISCOUNT
58798,9992072,1090.0,PAYU
58799,9992128,10790.0,PAYU
58800,9992892,12.0,DISCOUNT
58801,9992892,288.0,PAYU
58802,9993206,19.95,DISCOUNT
58803,9993206,379.05,PAYU
58804,9994018,6730.0,PAYU
58805,9994122,9.36,DISCOUNT
58806,9994122,458.64,PAYU
58807,9994334,40.5,DISCOUNT
58808,9994334,769.5,PAYU
58809,9995046,14.95,DISCOUNT
58810,9995046,284.05,PAYU
58811,9995070,14.95,DISCOUNT
58812,9995070,284.05,PAYU
58813,9995252,21.25,DISCOUNT
58814,9995252,403.75,PAYU
58815,9995646,730.31,PAYU
58816,9995706,40.0,DISCOUNT
58817,9995706,360.0,PAYU
58818,9996178,22.08,DISCOUNT
58819,9996178,529.92,PAYU
58820,9996510,4.04,DISCOUNT
58821,9996510,96.96,PAYU
58822,9997498,12.0,DISCOUNT
58823,9997498,288.0,PAYU
58824,9998000,44.5,DISCOUNT
58825,9998000,400.5,PAYU
58826,9998018,50.0,DISCOUNT
58827,9998018,3931.0,PAYU
58828,9998292,24.95,DISCOUNT
58829,9998292,474.05,PAYU
58830,9998334,4.08,DISCOUNT
58831,9998334,97.92,PAYU
58832,9998452,19.95,DISCOUNT
58833,9998452,379.05,PAYU
58834,9998576,240.0,PAYU
58835,9998710,6940.0,PAYU
58836,9998904,50.0,DISCOUNT
58837,9998904,1682.84,PAYU
58838,9999098,17.5,DISCOUNT
58839,9999098,332.5,PAYU
58840,9999120,50.0,DISCOUNT
58841,9999120,639.4,PAYU
58842,9999364,50.0,DISCOUNT
58843,9999364,1382.0,PAYU
58844,9999588,8440.0,PAYU
58845,10000616,2.0,DISCOUNT
58846,10000616,48.0,PAYU
58847,10000968,2550.0,PAYU
58848,10001136,50.0,DISCOUNT
58849,10001136,665.0,PAYU
58850,10001438,810.0,PAYU
58851,10002270,4.0,DISCOUNT
58852,10002270,96.0,PAYU
58853,10002318,2.0,DISCOUNT
58854,10002318,48.0,PAYU
58855,10003080,18.0,DISCOUNT
58856,10003080,342.0,PAYU
58857,10004212,31.3,DISCOUNT
58858,10004212,288.34,PAYU
58859,10005626,4.8,DISCOUNT
58860,10005626,115.2,PAYU
58861,10006358,40.4,DISCOUNT
58862,10006358,767.6,PAYU
58863,10007056,1720.0,PAYU
58864,10007322,22.2,DISCOUNT
58865,10007322,532.8,PAYU
58866,10007604,50.0,DISCOUNT
58867,10007604,550.0,PAYU
58868,10007974,1.56,DISCOUNT
58869,10007974,37.44,PAYU
58870,10008022,8.0,DISCOUNT
58871,10008022,192.0,PAYU
58872,10008576,24.95,DISCOUNT
58873,10008576,474.05,PAYU
58874,10009052,4.0,DISCOUNT
58875,10009052,96.0,PAYU
58876,10009732,4.4,DISCOUNT
58877,10009732,105.6,PAYU
58878,10009824,40.5,DISCOUNT
58879,10009824,364.5,PAYU
58880,10010014,50.0,DISCOUNT
58881,10010014,1568.0,PAYU
58882,10010686,2.08,DISCOUNT
58883,10010686,49.92,PAYU
58884,10010948,1.36,DISCOUNT
58885,10010948,32.64,PAYU
58886,10011074,2.4,DISCOUNT
58887,10011074,57.6,PAYU
58888,10011196,50.0,DISCOUNT
58889,10011196,642.84,PAYU
58890,10011298,5.12,DISCOUNT
58891,10011298,122.88,PAYU
58892,10011952,1.6,DISCOUNT
58893,10011952,38.4,PAYU
58894,10012158,7190.0,PAYU
58895,10012322,0.3,DISCOUNT
58896,10012322,14.7,PAYU
58897,10012496,5.68,DISCOUNT
58898,10012496,136.32,PAYU
58899,10012718,3.92,DISCOUNT
58900,10012718,94.08,PAYU
58901,10013078,50.0,DISCOUNT
58902,10013078,1010.0,PAYU
58903,10013220,50.0,DISCOUNT
58904,10013220,3116.0,PAYU
58905,10013246,8000.0,PAYU
58906,10013572,1.6,DISCOUNT
58907,10013572,38.4,PAYU
58908,10013690,8.0,DISCOUNT
58909,10013690,192.0,PAYU
58910,10014490,4.95,DISCOUNT
58911,10014490,94.05,PAYU
58912,10014580,2.48,DISCOUNT
58913,10014580,59.52,PAYU
58914,10015040,4.0,DISCOUNT
58915,10015040,96.0,PAYU
58916,10015438,0.64,DISCOUNT
58917,10015438,15.36,PAYU
58918,10015982,50.0,DISCOUNT
58919,10015982,1390.0,PAYU
58920,10016174,12.45,DISCOUNT
58921,10016174,236.55,PAYU
58922,10016258,10.0,DISCOUNT
58923,10016258,240.0,PAYU
58924,10016470,4680.0,PAYU
58925,10016590,13.32,DISCOUNT
58926,10016590,319.68,PAYU
58927,10017098,4.0,DISCOUNT
58928,10017098,96.0,PAYU
58929,10017366,15.5,DISCOUNT
58930,10017366,759.5,PAYU
58931,10017454,21.08,DISCOUNT
58932,10017454,1032.92,PAYU
58933,10017522,3790.0,PAYU
58934,10018710,240.0,PAYU
58935,10019078,48.3,DISCOUNT
58936,10019078,434.7,PAYU
58937,10019110,25.0,DISCOUNT
58938,10019110,225.0,PAYU
58939,10020616,50.0,DISCOUNT
58940,10020616,949.0,PAYU
58941,10020812,500.0,PAYU
58942,10021298,4.0,DISCOUNT
58943,10021298,96.0,PAYU
58944,10021432,10.24,DISCOUNT
58945,10021432,245.76,PAYU
58946,10021966,17.05,CASHBACK
58947,10021966,50.0,DISCOUNT
58948,10021966,1061.95,PAYU
58949,10024282,7.92,DISCOUNT
58950,10024282,190.08,PAYU
58951,10024592,2.0,DISCOUNT
58952,10024592,48.0,PAYU
58953,10024758,12.0,DISCOUNT
58954,10024758,288.0,PAYU
58955,10029094,1.2,DISCOUNT
58956,10029094,28.8,PAYU
58957,10029744,4.44,DISCOUNT
58958,10029744,106.56,PAYU
58959,10029838,19.2,CASHBACK
58960,10029838,0.8,DISCOUNT
58961,10029846,50.0,DISCOUNT
58962,10029846,574.26,PAYU
58963,10030286,35.1,DISCOUNT
58964,10030286,322.94,PAYU
58965,10030336,28.8,CASHBACK
58966,10030336,1.2,DISCOUNT
58967,10030584,50.0,DISCOUNT
58968,10030584,4450.0,PAYU
58969,10030894,30.0,DISCOUNT
58970,10030894,170.0,PAYU
58971,10030922,34.9,DISCOUNT
58972,10030922,314.1,PAYU
58973,10031518,9.24,DISCOUNT
58974,10031518,221.76,PAYU
58975,10032226,19.9,DISCOUNT
58976,10032226,179.1,PAYU
58977,10032560,6.0,DISCOUNT
58978,10032560,144.0,PAYU
58979,10032600,6.2,DISCOUNT
58980,10032600,148.8,PAYU
58981,10033382,1.12,DISCOUNT
58982,10033382,26.88,PAYU
58983,10033936,50.0,DISCOUNT
58984,10033936,471.39,PAYU
58985,10034558,50.0,DISCOUNT
58986,10034558,471.39,PAYU
58987,10036042,13.5,DISCOUNT
58988,10036042,256.5,PAYU
58989,10036614,1.35,DISCOUNT
58990,10036614,25.65,PAYU
58991,10037122,1.35,DISCOUNT
58992,10037122,25.65,PAYU
58993,10037350,4.08,DISCOUNT
58994,10037350,97.92,PAYU
58995,10037822,13.5,DISCOUNT
58996,10037822,256.5,PAYU
58997,10038252,2.7,DISCOUNT
58998,10038252,51.3,PAYU
58999,10038254,3150.0,PAYU
59000,10038382,13.5,DISCOUNT
59001,10038382,256.5,PAYU
59002,10039286,700.0,PAYU
59003,10039362,1.08,DISCOUNT
59004,10039362,25.92,PAYU
59005,10039662,2010.0,PAYU
59006,10039838,9.45,DISCOUNT
59007,10039838,179.55,PAYU
59008,10040172,10.04,DISCOUNT
59009,10040172,240.96,PAYU
59010,10040754,50.0,DISCOUNT
59011,10040754,666.0,PAYU
59012,10040920,13.5,DISCOUNT
59013,10040920,256.5,PAYU
59014,10041398,2.7,DISCOUNT
59015,10041398,51.3,PAYU
59016,10041446,2.76,DISCOUNT
59017,10041446,66.24,PAYU
59018,10041512,0.45,DISCOUNT
59019,10041512,8.55,PAYU
59020,10042132,50.0,DISCOUNT
59021,10042132,5285.0,PAYU
59022,10043050,2.25,DISCOUNT
59023,10043050,42.75,PAYU
59024,10043062,1.8,DISCOUNT
59025,10043062,34.2,PAYU
59026,10043844,2.25,DISCOUNT
59027,10043844,42.75,PAYU
59028,10044412,30.9,DISCOUNT
59029,10044412,278.1,PAYU
59030,10045350,8.0,DISCOUNT
59031,10045350,192.0,PAYU
59032,10046092,4.04,DISCOUNT
59033,10046092,96.96,PAYU
59034,10046484,12.84,DISCOUNT
59035,10046484,308.16,PAYU
59036,10046554,30.0,DISCOUNT
59037,10046554,869.0,PAYU
59038,10047068,50.0,DISCOUNT
59039,10047068,700.0,PAYU
59040,10048384,13.2,DISCOUNT
59041,10048384,316.8,PAYU
59042,10048882,2.8,DISCOUNT
59043,10048882,67.2,PAYU
59044,10051442,2.44,DISCOUNT
59045,10051442,119.56,PAYU
59046,10052014,8.55,DISCOUNT
59047,10052014,48.45,PAYU
59048,10052094,12.4,DISCOUNT
59049,10052094,297.6,PAYU
59050,10052388,7.96,DISCOUNT
59051,10052388,191.04,PAYU
59052,10052460,2.08,DISCOUNT
59053,10052460,49.92,PAYU
59054,10052468,4.44,DISCOUNT
59055,10052468,106.56,PAYU
59056,10052482,50.0,DISCOUNT
59057,10052482,480.0,PAYU
59058,10053336,20872.47,PAYU
59059,10053674,50.0,DISCOUNT
59060,10053674,1306.0,PAYU
59061,10053890,8.75,DISCOUNT
59062,10053890,166.25,PAYU
59063,10054026,27.45,DISCOUNT
59064,10054026,521.55,PAYU
59065,10054172,2.4,DISCOUNT
59066,10054172,57.6,PAYU
59067,10054242,42.9,DISCOUNT
59068,10054242,243.1,PAYU
59069,10054614,356.61,PAYU
59070,10054728,50.0,DISCOUNT
59071,10054728,600.0,PAYU
59072,10054908,9.95,DISCOUNT
59073,10054908,189.05,PAYU
59074,10055648,50.0,DISCOUNT
59075,10055648,4394.0,PAYU
59076,10055656,6.0,DISCOUNT
59077,10055656,34.0,PAYU
59078,10056452,45.0,DISCOUNT
59079,10056452,255.0,PAYU
59080,10056748,10.04,DISCOUNT
59081,10056748,240.96,PAYU
59082,10057180,6.0,DISCOUNT
59083,10057180,144.0,PAYU
59084,10058072,12.0,DISCOUNT
59085,10058072,288.0,PAYU
59086,10058930,8.04,DISCOUNT
59087,10058930,192.96,PAYU
59088,10058998,5.6,DISCOUNT
59089,10058998,134.4,PAYU
59090,10059626,41.9,DISCOUNT
59091,10059626,377.1,PAYU
59092,10059648,50.0,DISCOUNT
59093,10059648,490.0,PAYU
59094,10059974,50.0,DISCOUNT
59095,10059974,490.0,PAYU
59096,10060294,6.0,DISCOUNT
59097,10060294,144.0,PAYU
59098,10060474,3.6,DISCOUNT
59099,10060474,86.4,PAYU
59100,10061282,4.04,DISCOUNT
59101,10061282,96.96,PAYU
59102,10061684,2.0,DISCOUNT
59103,10061684,48.0,PAYU
59104,10062624,50.0,DISCOUNT
59105,10062624,562.0,PAYU
59106,10062634,6.7,DISCOUNT
59107,10062634,60.3,PAYU
59108,10062900,3.5,DISCOUNT
59109,10062900,31.5,PAYU
59110,10064322,8.04,DISCOUNT
59111,10064322,192.96,PAYU
59112,10064394,19.95,DISCOUNT
59113,10064394,379.05,PAYU
59114,10065356,7.88,DISCOUNT
59115,10065356,189.12,PAYU
59116,10065370,0.4,DISCOUNT
59117,10065370,9.6,PAYU
59118,10065586,7100.0,PAYU
59119,10066384,2.0,DISCOUNT
59120,10066384,48.0,PAYU
59121,10067852,8.04,DISCOUNT
59122,10067852,192.96,PAYU
59123,10069292,50.0,DISCOUNT
59124,10069292,2349.0,PAYU
59125,10069890,2.0,DISCOUNT
59126,10069890,48.0,PAYU
59127,10069996,1.0,DISCOUNT
59128,10069996,24.0,PAYU
59129,10070074,2.4,DISCOUNT
59130,10070074,57.6,PAYU
59131,10070112,8.6,DISCOUNT
59132,10070112,206.4,PAYU
59133,10070250,540.41,PAYU
59134,10070434,10.04,DISCOUNT
59135,10070434,240.96,PAYU
59136,10070998,1.36,DISCOUNT
59137,10070998,32.64,PAYU
59138,10073612,2.0,DISCOUNT
59139,10073612,48.0,PAYU
59140,10073736,1.48,DISCOUNT
59141,10073736,35.52,PAYU
59142,10074772,12.45,DISCOUNT
59143,10074772,236.55,PAYU
59144,10075096,10.0,DISCOUNT
59145,10075096,240.0,PAYU
59146,10076222,40.0,DISCOUNT
59147,10076222,960.0,PAYU
59148,10076406,40.0,DISCOUNT
59149,10076406,960.0,PAYU
59150,10077422,8.88,DISCOUNT
59151,10077422,435.12,PAYU
59152,10078018,50.0,DISCOUNT
59153,10078018,477.97,PAYU
59154,10078140,10.0,DISCOUNT
59155,10078140,240.0,PAYU
59156,10078678,50.0,DISCOUNT
59157,10078678,867.0,PAYU
59158,10079044,0.9,CASHBACK
59159,10079044,2.84,DISCOUNT
59160,10079044,67.26,PAYU
59161,10080448,6940.0,PAYU
59162,10082212,0.92,DISCOUNT
59163,10082212,45.08,PAYU
59164,10083672,33.1,DISCOUNT
59165,10083672,297.9,PAYU
59166,10084768,12.04,DISCOUNT
59167,10084768,288.96,PAYU
59168,10084978,50.0,DISCOUNT
59169,10084978,521.23,PAYU
59170,10085168,23.3,DISCOUNT
59171,10085168,209.7,PAYU
59172,10085244,4.95,DISCOUNT
59173,10085244,94.05,PAYU
59174,10086044,1.0,DISCOUNT
59175,10086044,49.0,PAYU
59176,10086254,50.0,DISCOUNT
59177,10086254,9550.0,PAYU
59178,10087806,50.0,DISCOUNT
59179,10087806,985.0,PAYU
59180,10088392,2.4,DISCOUNT
59181,10088392,57.6,PAYU
59182,10089526,11.88,DISCOUNT
59183,10089526,582.12,PAYU
59184,10089542,1.92,DISCOUNT
59185,10089542,46.08,PAYU
59186,10090992,1.48,DISCOUNT
59187,10090992,35.52,PAYU
59188,10091488,50.0,DISCOUNT
59189,10091488,47876.0,PAYU
59190,10091730,18.4,DISCOUNT
59191,10091730,901.6,PAYU
59192,10091760,5040.0,PAYU
59193,10093888,4.4,DISCOUNT
59194,10093888,105.6,PAYU
59195,10094514,2.2,DISCOUNT
59196,10094514,52.8,PAYU
59197,10094812,142.5,CASHBACK
59198,10094812,7.5,DISCOUNT
59199,10095584,50.0,DISCOUNT
59200,10095584,2820.0,PAYU
59201,10096198,7.88,DISCOUNT
59202,10096198,189.12,PAYU
59203,10097114,49.95,DISCOUNT
59204,10097114,949.05,PAYU
59205,10097488,1.0,DISCOUNT
59206,10097488,49.0,PAYU
59207,10097852,49.95,DISCOUNT
59208,10097852,949.05,PAYU
59209,10098208,22.5,DISCOUNT
59210,10098208,427.5,PAYU
59211,10098838,20.08,DISCOUNT
59212,10098838,481.92,PAYU
59213,10098842,3149.25,PAYU
59214,10098902,50.0,DISCOUNT
59215,10098902,3699.0,PAYU
59216,10099976,1.95,DISCOUNT
59217,10099976,37.05,PAYU
59218,10100098,3.8,DISCOUNT
59219,10100098,91.2,PAYU
59220,10102084,6.0,DISCOUNT
59221,10102084,144.0,PAYU
59222,10102422,23.0,DISCOUNT
59223,10102422,207.0,PAYU
59224,10104310,9380.0,PAYU
59225,10105314,3.0,DISCOUNT
59226,10105314,72.0,PAYU
59227,10105362,69.0,DISCOUNT
59228,10105362,391.0,PAYU
59229,10106348,24.0,DISCOUNT
59230,10106348,136.0,PAYU
59231,10106526,2.4,DISCOUNT
59232,10106526,57.6,PAYU
59233,10106668,24.95,DISCOUNT
59234,10106668,474.05,PAYU
59235,10107342,2.6,DISCOUNT
59236,10107342,62.4,PAYU
59237,10107680,79.8,CASHBACK
59238,10107680,50.0,DISCOUNT
59239,10107680,1870.2,PAYU
59240,10107784,50.0,DISCOUNT
59241,10107784,649.0,PAYU
59242,10108218,50.0,DISCOUNT
59243,10108218,2056.0,PAYU
59244,10109820,49.5,DISCOUNT
59245,10109820,445.5,PAYU
59246,10110068,10.0,DISCOUNT
59247,10110068,240.0,PAYU
59248,10110674,50.0,DISCOUNT
59249,10110674,656.0,PAYU
59250,10111090,50.0,DISCOUNT
59251,10111090,484.0,PAYU
59252,10112128,12.04,DISCOUNT
59253,10112128,288.96,PAYU
59254,10112938,50.0,DISCOUNT
59255,10112938,670.0,PAYU
59256,10112984,6.08,DISCOUNT
59257,10112984,145.92,PAYU
59258,10113398,3.6,DISCOUNT
59259,10113398,86.4,PAYU
